brand,shoe_name,date,sales,ad_cost,impressions,clicks
Puma,RS-X,2025-03-28,116,9157,24766,1009
New Balance,2002R,2025-03-28,184,2381,32222,702
Reebok,Instapump Fury,2025-03-28,206,5770,22289,1135
Nike,Cortez,2025-03-28,26,10654,14152,873
Adidas,NMD S1,2025-03-28,234,9121,9544,217
Puma,Suede Classic,2025-03-28,156,7078,32685,1647
New Balance,990v6,2025-03-28,40,8810,10882,802
Reebok,Nano X3,2025-03-28,137,11526,18681,1297
Nike,Vaporfly 3,2025-03-28,168,9005,31997,661
Adidas,Samba,2025-03-29,214,10374,24385,502
Puma,Mayze,2025-03-29,191,10790,22470,473
New Balance,574 Core,2025-03-29,226,9793,9353,743
Reebok,Club C 85,2025-03-29,198,8851,22820,1642
Nike,Pegasus 40,2025-03-29,211,2412,21696,1049
Adidas,Gazelle,2025-03-29,112,2591,15939,462
Puma,Slipstream,2025-03-29,45,6319,22081,905
New Balance,550,2025-03-29,98,3438,16507,930
Reebok,Classic Leather,2025-03-29,91,9632,16743,834
Nike,Air Force 1,2025-03-29,66,4608,11268,502
Adidas,Superstar,2025-03-29,66,7806,7174,315
Puma,Rider Vintage,2025-03-29,98,3945,10482,464
New Balance,327,2025-03-29,246,9285,23613,1737
Reebok,Question Mid,2025-03-29,114,5263,13576,601
Nike,Air Max 270,2025-03-29,181,3228,31092,1201
Adidas,Stan Smith,2025-03-30,58,11246,21809,781
Puma,Cali Dream,2025-03-30,213,2776,23467,1196
New Balance,9060,2025-03-30,234,7841,6952,346
Reebok,Zig Kinetica,2025-03-30,216,8802,11482,698
Nike,Jordan 1,2025-03-30,204,11124,34497,2659
Adidas,Ultraboost 23,2025-03-30,207,11667,18362,1094
Puma,RS-X,2025-03-30,125,9575,23731,1108
New Balance,2002R,2025-03-30,169,10060,28642,1398
Reebok,Instapump Fury,2025-03-30,169,6367,20021,1292
Nike,Cortez,2025-03-30,163,2126,7050,377
Adidas,NMD S1,2025-03-30,108,2998,17533,959
Puma,Suede Classic,2025-03-30,21,10609,29462,1427
New Balance,990v6,2025-03-30,80,6984,26638,739
Reebok,Nano X3,2025-03-30,224,8920,5146,243
Nike,Vaporfly 3,2025-03-30,179,2192,17811,1267
Adidas,Samba,2025-03-31,98,5536,20486,500
Puma,Mayze,2025-03-31,137,10750,15436,1231
New Balance,574 Core,2025-03-31,51,6398,24265,493
Reebok,Club C 85,2025-03-31,239,3186,29790,2251
Nike,Pegasus 40,2025-03-31,178,9695,12577,757
Adidas,Gazelle,2025-03-31,132,11217,20459,798
Puma,Slipstream,2025-03-31,148,5035,30662,1114
New Balance,550,2025-03-31,136,5572,20826,1474
Reebok,Classic Leather,2025-03-31,161,2447,28441,989
Nike,Air Force 1,2025-03-31,156,4327,29710,1165
Adidas,Superstar,2025-03-31,54,4070,17276,852
Puma,Rider Vintage,2025-03-31,155,10474,34842,2450
New Balance,327,2025-03-31,52,5442,28699,711
Reebok,Question Mid,2025-03-31,77,11903,24928,621
Nike,Air Max 270,2025-03-31,125,10341,15037,1029
Adidas,Stan Smith,2025-04-01,43,8987,30379,2209
Puma,Cali Dream,2025-04-01,34,11502,30356,2184
New Balance,9060,2025-04-01,93,2898,29483,2285
Reebok,Zig Kinetica,2025-04-01,40,9950,8406,461
Nike,Jordan 1,2025-04-01,24,3825,32109,2401
Adidas,Ultraboost 23,2025-04-01,139,4435,25866,684
Puma,RS-X,2025-04-01,248,10511,16287,1041
New Balance,2002R,2025-04-01,21,7950,13276,676
Reebok,Instapump Fury,2025-04-01,92,6268,13455,883
Nike,Cortez,2025-04-01,161,4623,17438,1064
Adidas,NMD S1,2025-04-01,200,4814,10160,458
Puma,Suede Classic,2025-04-01,26,8718,11387,514
New Balance,990v6,2025-04-01,44,4980,21773,1369
Reebok,Nano X3,2025-04-01,245,5644,21708,1055
Nike,Vaporfly 3,2025-04-01,179,3636,23355,598
Adidas,Samba,2025-04-02,90,3942,13689,628
Puma,Mayze,2025-04-02,99,5783,32855,1788
New Balance,574 Core,2025-04-02,211,7799,20864,1492
Reebok,Club C 85,2025-04-02,185,8449,19155,726
Nike,Pegasus 40,2025-04-02,92,11560,9031,357
Adidas,Gazelle,2025-04-02,164,4850,32068,1829
Puma,Slipstream,2025-04-02,166,4727,14070,751
New Balance,550,2025-04-02,34,7969,33520,1175
Reebok,Classic Leather,2025-04-02,46,8833,16024,339
Nike,Air Force 1,2025-04-02,123,6039,21757,1706
Adidas,Superstar,2025-04-02,105,8220,5683,387
Puma,Rider Vintage,2025-04-02,200,8478,28266,1553
New Balance,327,2025-04-02,39,9538,30948,2138
Reebok,Question Mid,2025-04-02,117,7163,34335,820
Nike,Air Max 270,2025-04-02,44,6250,8072,390
Adidas,Stan Smith,2025-04-03,117,3517,31057,1307
Puma,Cali Dream,2025-04-03,239,3184,15896,944
New Balance,9060,2025-04-03,29,11275,17311,700
Reebok,Zig Kinetica,2025-04-03,150,11167,18893,1321
Nike,Jordan 1,2025-04-03,149,7394,12574,347
Adidas,Ultraboost 23,2025-04-03,184,2201,29112,1189
Puma,RS-X,2025-04-03,194,6006,28574,2097
New Balance,2002R,2025-04-03,212,11364,31862,2202
Reebok,Instapump Fury,2025-04-03,117,8194,19795,551
Nike,Cortez,2025-04-03,64,5456,5387,220
Adidas,NMD S1,2025-04-03,86,2410,32457,2493
Puma,Suede Classic,2025-04-03,154,9670,34544,2015
New Balance,990v6,2025-04-03,200,6174,9799,530
Reebok,Nano X3,2025-04-03,94,3834,22482,990
Nike,Vaporfly 3,2025-04-03,102,6249,21832,1689
Adidas,Samba,2025-04-04,114,1681,16859,1104
Puma,Mayze,2025-04-04,106,2968,21924,1014
New Balance,574 Core,2025-04-04,223,8429,5416,347
Reebok,Club C 85,2025-04-04,203,2807,9154,478
Nike,Pegasus 40,2025-04-04,114,10572,19871,1459
Adidas,Gazelle,2025-04-04,132,10274,15126,459
Puma,Slipstream,2025-04-04,208,5092,33091,927
New Balance,550,2025-04-04,139,5497,23724,485
Reebok,Classic Leather,2025-04-04,71,6512,16717,406
Nike,Air Force 1,2025-04-04,170,6942,15554,344
Adidas,Superstar,2025-04-04,59,4987,34389,1371
Puma,Rider Vintage,2025-04-04,65,10532,27643,1905
New Balance,327,2025-04-04,129,9381,12264,567
Reebok,Question Mid,2025-04-04,165,1753,27542,1384
Nike,Air Max 270,2025-04-04,20,5578,17341,1088
Adidas,Stan Smith,2025-04-05,122,7780,14143,940
Puma,Cali Dream,2025-04-05,108,4452,30609,1424
New Balance,9060,2025-04-05,167,6496,5235,409
Reebok,Zig Kinetica,2025-04-05,241,2656,11188,456
Nike,Jordan 1,2025-04-05,180,4390,21944,605
Adidas,Ultraboost 23,2025-04-05,198,3832,31255,1857
Puma,RS-X,2025-04-05,147,5212,31864,2074
New Balance,2002R,2025-04-05,49,9053,33251,1127
Reebok,Instapump Fury,2025-04-05,136,2519,25820,1743
Nike,Cortez,2025-04-05,176,4749,24594,1370
Adidas,NMD S1,2025-04-05,103,2438,7797,257
Puma,Suede Classic,2025-04-05,163,4993,12356,434
New Balance,990v6,2025-04-05,95,10122,16714,873
Reebok,Nano X3,2025-04-05,167,11084,23656,1588
Nike,Vaporfly 3,2025-04-05,84,7970,25354,1297
Adidas,Samba,2025-04-06,62,10538,20508,777
Puma,Mayze,2025-04-06,29,7175,8859,310
New Balance,574 Core,2025-04-06,69,1620,26195,879
Reebok,Club C 85,2025-04-06,32,7089,8873,404
Nike,Pegasus 40,2025-04-06,133,7606,14948,526
Adidas,Gazelle,2025-04-06,216,4127,13021,772
Puma,Slipstream,2025-04-06,202,11289,18498,1196
New Balance,550,2025-04-06,91,5703,16232,767
Reebok,Classic Leather,2025-04-06,157,2653,10699,478
Nike,Air Force 1,2025-04-06,246,4948,20774,421
Adidas,Superstar,2025-04-06,246,10141,11937,506
Puma,Rider Vintage,2025-04-06,71,6120,28864,1387
New Balance,327,2025-04-06,186,4101,29286,2203
Reebok,Question Mid,2025-04-06,161,8523,26903,1129
Nike,Air Max 270,2025-04-06,137,9366,10344,545
Adidas,Stan Smith,2025-04-07,40,2494,34424,1161
Puma,Cali Dream,2025-04-07,160,8184,16246,1298
New Balance,9060,2025-04-07,207,5085,19321,1439
Reebok,Zig Kinetica,2025-04-07,168,8086,13423,1038
Nike,Jordan 1,2025-04-07,201,5393,28321,2016
Adidas,Ultraboost 23,2025-04-07,56,9001,31926,1111
Puma,RS-X,2025-04-07,244,4427,5827,409
New Balance,2002R,2025-04-07,138,4911,34308,688
Reebok,Instapump Fury,2025-04-07,41,9888,29612,1908
Nike,Cortez,2025-04-07,159,9127,32707,1891
Adidas,NMD S1,2025-04-07,149,2343,11005,374
Puma,Suede Classic,2025-04-07,248,3411,29552,2301
New Balance,990v6,2025-04-07,228,1597,30001,1116
Reebok,Nano X3,2025-04-07,68,10768,13924,629
Nike,Vaporfly 3,2025-04-07,243,7141,12557,358
Adidas,Samba,2025-04-08,200,6020,19962,1205
Puma,Mayze,2025-04-08,241,12023,11474,424
New Balance,574 Core,2025-04-08,54,8310,13106,492
Reebok,Club C 85,2025-04-08,54,10311,14133,429
Nike,Pegasus 40,2025-04-08,43,11670,12789,446
Adidas,Gazelle,2025-04-08,192,9266,7653,240
Puma,Slipstream,2025-04-08,187,5238,31147,1254
New Balance,550,2025-04-08,96,4289,22963,657
Reebok,Classic Leather,2025-04-08,218,4040,19339,817
Nike,Air Force 1,2025-04-08,63,4847,18927,602
Adidas,Superstar,2025-04-08,159,12114,27492,994
Puma,Rider Vintage,2025-04-08,40,6418,18543,1149
New Balance,327,2025-04-08,129,10139,28727,1024
Reebok,Question Mid,2025-04-08,75,11754,18852,1205
Nike,Air Max 270,2025-04-08,41,11504,21720,1602
Adidas,Stan Smith,2025-04-09,91,10399,9376,476
Puma,Cali Dream,2025-04-09,131,5507,18055,474
New Balance,9060,2025-04-09,175,5341,34190,1981
Reebok,Zig Kinetica,2025-04-09,207,5387,19124,665
Nike,Jordan 1,2025-04-09,127,8306,8386,384
Adidas,Ultraboost 23,2025-04-09,228,4236,23977,1278
Puma,RS-X,2025-04-09,84,9106,16293,879
New Balance,2002R,2025-04-09,218,3632,31021,2419
Reebok,Instapump Fury,2025-04-09,104,3656,24001,1834
Nike,Cortez,2025-04-09,128,9072,8545,472
Adidas,NMD S1,2025-04-09,179,7190,27687,933
Puma,Suede Classic,2025-04-09,141,3282,34874,856
New Balance,990v6,2025-04-09,124,7263,12371,726
Reebok,Nano X3,2025-04-09,211,7507,21223,1123
Nike,Vaporfly 3,2025-04-09,46,9922,8112,237
Adidas,Samba,2025-04-10,78,5530,32365,2326
Puma,Mayze,2025-04-10,212,5666,20642,1288
New Balance,574 Core,2025-04-10,80,3983,20438,1497
Reebok,Club C 85,2025-04-10,231,6230,34627,845
Nike,Pegasus 40,2025-04-10,79,8519,34261,1764
Adidas,Gazelle,2025-04-10,191,3390,28658,1395
Puma,Slipstream,2025-04-10,182,10286,8724,300
New Balance,550,2025-04-10,167,4360,23011,1723
Reebok,Classic Leather,2025-04-10,134,10354,11356,487
Nike,Air Force 1,2025-04-10,167,9140,19483,1210
Adidas,Superstar,2025-04-10,225,8809,9560,320
Puma,Rider Vintage,2025-04-10,150,6607,20408,446
New Balance,327,2025-04-10,118,9340,29339,637
Reebok,Question Mid,2025-04-10,105,2797,15552,597
Nike,Air Max 270,2025-04-10,147,3309,24103,1877
Adidas,Stan Smith,2025-04-11,160,4526,33300,2337
Puma,Cali Dream,2025-04-11,219,4612,8698,352
New Balance,9060,2025-04-11,113,5978,18137,598
Reebok,Zig Kinetica,2025-04-11,245,6000,20017,738
Nike,Jordan 1,2025-04-11,150,9600,20085,1212
Adidas,Ultraboost 23,2025-04-11,59,5228,20230,857
Puma,RS-X,2025-04-11,79,2932,10713,369
New Balance,2002R,2025-04-11,209,11610,8012,620
Reebok,Instapump Fury,2025-04-11,57,4905,6782,464
Nike,Cortez,2025-04-11,114,4579,25222,770
Adidas,NMD S1,2025-04-11,243,6841,13345,360
Puma,Suede Classic,2025-04-11,170,9211,14365,396
New Balance,990v6,2025-04-11,223,8944,11684,710
Reebok,Nano X3,2025-04-11,120,4191,27863,1879
Nike,Vaporfly 3,2025-04-11,38,8881,11822,597
Adidas,Samba,2025-04-12,247,12131,11168,603
Puma,Mayze,2025-04-12,106,7801,10375,338
New Balance,574 Core,2025-04-12,35,10664,17828,777
Reebok,Club C 85,2025-04-12,178,10797,26663,1520
Nike,Pegasus 40,2025-04-12,138,1766,21125,786
Adidas,Gazelle,2025-04-12,93,7290,32190,1443
Puma,Slipstream,2025-04-12,125,2561,13954,1090
New Balance,550,2025-04-12,176,3859,22844,706
Reebok,Classic Leather,2025-04-12,249,4141,6401,149
Nike,Air Force 1,2025-04-12,50,10485,33195,1976
Adidas,Superstar,2025-04-12,64,6133,11028,291
Puma,Rider Vintage,2025-04-12,233,6865,21761,870
New Balance,327,2025-04-12,116,9786,34082,1169
Reebok,Question Mid,2025-04-12,82,5268,5427,320
Nike,Air Max 270,2025-04-12,37,2043,17173,696
Adidas,Stan Smith,2025-04-13,20,9458,22631,1298
Puma,Cali Dream,2025-04-13,40,5588,29687,2007
New Balance,9060,2025-04-13,109,5653,31434,970
Reebok,Zig Kinetica,2025-04-13,178,5800,22910,1293
Nike,Jordan 1,2025-04-13,158,6751,22064,1694
Adidas,Ultraboost 23,2025-04-13,163,2914,13966,588
Puma,RS-X,2025-04-13,105,3973,12983,858
New Balance,2002R,2025-04-13,236,10619,5667,261
Reebok,Instapump Fury,2025-04-13,48,4703,16056,460
Nike,Cortez,2025-04-13,26,5431,27497,792
Adidas,NMD S1,2025-04-13,40,7048,26356,753
Puma,Suede Classic,2025-04-13,96,9638,30094,1893
New Balance,990v6,2025-04-13,62,5984,27064,1402
Reebok,Nano X3,2025-04-13,196,8756,20285,1302
Nike,Vaporfly 3,2025-04-13,120,4868,30603,2286
Adidas,Samba,2025-04-14,163,10662,26598,1679
Puma,Mayze,2025-04-14,98,9638,21317,1088
New Balance,574 Core,2025-04-14,50,10631,19207,563
Reebok,Club C 85,2025-04-14,104,5184,22008,1627
Nike,Pegasus 40,2025-04-14,248,8478,9119,338
Adidas,Gazelle,2025-04-14,113,6450,16253,795
Puma,Slipstream,2025-04-14,158,2172,24825,1176
New Balance,550,2025-04-14,250,3128,11616,752
Reebok,Classic Leather,2025-04-14,130,9651,32637,1205
Nike,Air Force 1,2025-04-14,139,11968,27161,1488
Adidas,Superstar,2025-04-14,91,9429,9732,313
Puma,Rider Vintage,2025-04-14,228,4761,16518,641
New Balance,327,2025-04-14,127,2636,25558,1865
Reebok,Question Mid,2025-04-14,197,11922,20688,1425
Nike,Air Max 270,2025-04-14,147,9239,19089,687
Adidas,Stan Smith,2025-04-15,197,8440,7535,413
Puma,Cali Dream,2025-04-15,165,6491,5794,195
New Balance,9060,2025-04-15,76,8682,25465,2036
Reebok,Zig Kinetica,2025-04-15,115,3229,23754,1232
Nike,Jordan 1,2025-04-15,237,10177,11298,448
Adidas,Ultraboost 23,2025-04-15,139,6209,19233,591
Puma,RS-X,2025-04-15,216,7662,13164,900
New Balance,2002R,2025-04-15,229,7030,30962,1898
Reebok,Instapump Fury,2025-04-15,75,1738,28498,1450
Nike,Cortez,2025-04-15,49,7318,34445,1071
Adidas,NMD S1,2025-04-15,100,10259,11275,299
Puma,Suede Classic,2025-04-15,235,10938,12210,496
New Balance,990v6,2025-04-15,226,7057,10368,289
Reebok,Nano X3,2025-04-15,164,6598,21860,814
Nike,Vaporfly 3,2025-04-15,204,5598,16238,452
Adidas,Samba,2025-04-16,117,4677,21167,515
Puma,Mayze,2025-04-16,146,5824,16212,999
New Balance,574 Core,2025-04-16,87,9045,23164,1693
Reebok,Club C 85,2025-04-16,83,10529,22997,866
Nike,Pegasus 40,2025-04-16,154,8127,7514,187
Adidas,Gazelle,2025-04-16,54,7715,23598,1230
Puma,Slipstream,2025-04-16,140,6765,33201,2631
New Balance,550,2025-04-16,210,9537,12175,485
Reebok,Classic Leather,2025-04-16,175,3158,34024,1931
Nike,Air Force 1,2025-04-16,41,6378,25739,1604
Adidas,Superstar,2025-04-16,232,11729,27560,638
Puma,Rider Vintage,2025-04-16,235,10729,21572,1534
New Balance,327,2025-04-16,58,5633,17243,624
Reebok,Question Mid,2025-04-16,37,7637,7723,212
Nike,Air Max 270,2025-04-16,213,5770,17623,419
Adidas,Stan Smith,2025-04-17,52,5719,16006,756
Puma,Cali Dream,2025-04-17,44,7657,28093,1254
New Balance,9060,2025-04-17,21,8139,5898,420
Reebok,Zig Kinetica,2025-04-17,21,3003,9739,471
Nike,Jordan 1,2025-04-17,228,9828,15533,442
Adidas,Ultraboost 23,2025-04-17,111,4996,30097,664
Puma,RS-X,2025-04-17,43,11510,23212,1261
New Balance,2002R,2025-04-17,37,8175,15339,559
Reebok,Instapump Fury,2025-04-17,70,11201,11606,824
Nike,Cortez,2025-04-17,140,8189,7814,193
Adidas,NMD S1,2025-04-17,63,5838,23139,1513
Puma,Suede Classic,2025-04-17,147,10435,34786,1530
New Balance,990v6,2025-04-17,199,10355,10439,576
Reebok,Nano X3,2025-04-17,50,5125,7249,348
Nike,Vaporfly 3,2025-04-17,114,10051,26203,1998
Adidas,Samba,2025-04-18,186,6617,28602,1251
Puma,Mayze,2025-04-18,125,8746,28806,1055
New Balance,574 Core,2025-04-18,245,4981,20735,855
Reebok,Club C 85,2025-04-18,21,5937,8057,546
Nike,Pegasus 40,2025-04-18,74,3021,19940,751
Adidas,Gazelle,2025-04-18,159,10794,24591,559
Puma,Slipstream,2025-04-18,56,9167,8810,650
New Balance,550,2025-04-18,133,3314,29539,1668
Reebok,Classic Leather,2025-04-18,163,2388,24387,888
Nike,Air Force 1,2025-04-18,90,4707,12509,704
Adidas,Superstar,2025-04-18,65,6267,14579,894
Puma,Rider Vintage,2025-04-18,177,8668,18455,707
New Balance,327,2025-04-18,212,4347,15206,948
Reebok,Question Mid,2025-04-18,97,11300,10040,316
Nike,Air Max 270,2025-04-18,51,8779,27013,2148
Adidas,Stan Smith,2025-04-19,170,10455,33497,2476
Puma,Cali Dream,2025-04-19,181,7726,20963,1193
New Balance,9060,2025-04-19,192,8080,10456,762
Reebok,Zig Kinetica,2025-04-19,198,10572,11934,438
Nike,Jordan 1,2025-04-19,56,6823,27256,2076
Adidas,Ultraboost 23,2025-04-19,174,7237,14626,807
Puma,RS-X,2025-04-19,238,6562,8228,647
New Balance,2002R,2025-04-19,29,10591,30904,1003
Reebok,Instapump Fury,2025-04-19,184,7147,14258,527
Nike,Cortez,2025-04-19,54,7395,20767,1005
Adidas,NMD S1,2025-04-19,189,4136,9876,448
Puma,Suede Classic,2025-04-19,196,11847,19407,1075
New Balance,990v6,2025-04-19,134,3819,12642,685
Reebok,Nano X3,2025-04-19,116,3653,24797,525
Nike,Vaporfly 3,2025-04-19,41,7640,20141,1100
Adidas,Samba,2025-04-20,51,9495,33106,1710
Puma,Mayze,2025-04-20,44,2745,22801,532
New Balance,574 Core,2025-04-20,140,10900,8973,446
Reebok,Club C 85,2025-04-20,223,5230,6767,399
Nike,Pegasus 40,2025-04-20,82,11739,20598,644
Adidas,Gazelle,2025-04-20,214,5787,19982,528
Puma,Slipstream,2025-04-20,90,6948,5533,263
New Balance,550,2025-04-20,219,6846,26308,1908
Reebok,Classic Leather,2025-04-20,34,1627,31665,1979
Nike,Air Force 1,2025-04-20,164,6289,6366,172
Adidas,Superstar,2025-04-20,153,1373,32974,1451
Puma,Rider Vintage,2025-04-20,163,10353,8778,558
New Balance,327,2025-04-20,169,10640,33808,918
Reebok,Question Mid,2025-04-20,104,6746,21077,576
Nike,Air Max 270,2025-04-20,247,9381,34959,2633
Adidas,Stan Smith,2025-04-21,99,2994,26049,1713
Puma,Cali Dream,2025-04-21,138,4246,14120,310
New Balance,9060,2025-04-21,101,12055,20881,1512
Reebok,Zig Kinetica,2025-04-21,84,1841,28568,1223
Nike,Jordan 1,2025-04-21,54,2717,18251,696
Adidas,Ultraboost 23,2025-04-21,77,8169,14829,1145
Puma,RS-X,2025-04-21,42,3463,34682,2438
New Balance,2002R,2025-04-21,62,3098,7073,310
Reebok,Instapump Fury,2025-04-21,63,4249,25638,1144
Nike,Cortez,2025-04-21,63,3581,14414,766
Adidas,NMD S1,2025-04-21,87,6516,12430,689
Puma,Suede Classic,2025-04-21,176,5413,7367,348
New Balance,990v6,2025-04-21,31,6295,30492,1230
Reebok,Nano X3,2025-04-21,76,6826,31103,870
Nike,Vaporfly 3,2025-04-21,168,3184,12886,417
Adidas,Samba,2025-04-22,42,6796,28685,1496
Puma,Mayze,2025-04-22,67,9469,5050,144
New Balance,574 Core,2025-04-22,89,4961,8805,285
Reebok,Club C 85,2025-04-22,151,5110,22643,526
Nike,Pegasus 40,2025-04-22,147,5645,15660,627
Adidas,Gazelle,2025-04-22,145,2786,20915,757
Puma,Slipstream,2025-04-22,203,11748,12260,380
New Balance,550,2025-04-22,239,5759,20542,1076
Reebok,Classic Leather,2025-04-22,88,8513,19151,1021
Nike,Air Force 1,2025-04-22,183,1991,26392,1858
Adidas,Superstar,2025-04-22,199,7335,26693,1223
Puma,Rider Vintage,2025-04-22,110,5472,6091,320
New Balance,327,2025-04-22,226,8670,9298,540
Reebok,Question Mid,2025-04-22,107,10107,8153,329
Nike,Air Max 270,2025-04-22,118,4661,29964,2264
Adidas,Stan Smith,2025-04-23,34,6020,16526,1196
Puma,Cali Dream,2025-04-23,43,4088,26889,815
New Balance,9060,2025-04-23,151,5231,7110,459
Reebok,Zig Kinetica,2025-04-23,179,2654,12644,502
Nike,Jordan 1,2025-04-23,215,8685,21666,1094
Adidas,Ultraboost 23,2025-04-23,250,3957,24081,1652
Puma,RS-X,2025-04-23,226,4447,32482,2391
New Balance,2002R,2025-04-23,202,6938,12749,313
Reebok,Instapump Fury,2025-04-23,106,8533,10382,433
Nike,Cortez,2025-04-23,179,10802,5046,356
Adidas,NMD S1,2025-04-23,43,6754,33504,987
Puma,Suede Classic,2025-04-23,192,11374,21559,837
New Balance,990v6,2025-04-23,109,11438,7107,500
Reebok,Nano X3,2025-04-23,188,8887,34323,1281
Nike,Vaporfly 3,2025-04-23,34,6985,6623,423
Adidas,Samba,2025-04-24,134,12020,27861,1106
Puma,Mayze,2025-04-24,219,9491,9375,490
New Balance,574 Core,2025-04-24,83,3009,32317,1487
Reebok,Club C 85,2025-04-24,78,10586,14210,483
Nike,Pegasus 40,2025-04-24,153,7391,9752,613
Adidas,Gazelle,2025-04-24,122,7940,28126,1333
Puma,Slipstream,2025-04-24,140,4884,30371,2036
New Balance,550,2025-04-24,220,2082,34917,1592
Reebok,Classic Leather,2025-04-24,87,7412,31918,2447
Nike,Air Force 1,2025-04-24,77,6307,5309,392
Adidas,Superstar,2025-04-24,49,3029,32670,1168
Puma,Rider Vintage,2025-04-24,241,9418,9840,639
New Balance,327,2025-04-24,149,5610,28213,655
Reebok,Question Mid,2025-04-24,175,7733,24961,652
Nike,Air Max 270,2025-04-24,162,9449,13317,404
Adidas,Stan Smith,2025-04-25,61,5121,17158,413
Puma,Cali Dream,2025-04-25,75,2153,19288,1503
New Balance,9060,2025-04-25,250,11028,20471,1335
Reebok,Zig Kinetica,2025-04-25,250,10889,28914,1970
Nike,Jordan 1,2025-04-25,124,10297,34174,746
Adidas,Ultraboost 23,2025-04-25,164,8779,20740,1077
Puma,RS-X,2025-04-25,205,7999,25361,1999
New Balance,2002R,2025-04-25,221,7887,34684,1585
Reebok,Instapump Fury,2025-04-25,245,3232,15485,360
Nike,Cortez,2025-04-25,195,2046,27852,2122
Adidas,NMD S1,2025-04-25,147,6341,20037,1293
Puma,Suede Classic,2025-04-25,101,10772,32690,1416
New Balance,990v6,2025-04-25,169,5154,18345,1126
Reebok,Nano X3,2025-04-25,195,11789,23427,1146
Nike,Vaporfly 3,2025-04-25,98,10462,15492,516
Adidas,Samba,2025-04-26,114,6664,30848,1108
Puma,Mayze,2025-04-26,103,5253,30207,1382
New Balance,574 Core,2025-04-26,90,8195,14915,522
Reebok,Club C 85,2025-04-26,109,10229,10839,600
Nike,Pegasus 40,2025-04-26,149,10483,15911,643
Adidas,Gazelle,2025-04-26,121,5003,20190,1066
Puma,Slipstream,2025-04-26,93,4247,27264,1586
New Balance,550,2025-04-26,169,7885,7340,325
Reebok,Classic Leather,2025-04-26,222,3315,25551,877
Nike,Air Force 1,2025-04-26,22,8770,32205,2083
Adidas,Superstar,2025-04-26,162,4900,33585,1430
Puma,Rider Vintage,2025-04-26,63,2739,15073,566
New Balance,327,2025-04-26,155,6490,10008,203
Reebok,Question Mid,2025-04-26,155,4249,18335,1103
Nike,Air Max 270,2025-04-26,74,11900,8271,411
Adidas,Stan Smith,2025-04-27,203,2831,28742,1102
Puma,Cali Dream,2025-04-27,170,3214,33706,1741
New Balance,9060,2025-04-27,150,7188,13938,1113
Reebok,Zig Kinetica,2025-04-27,170,1567,33774,1324
Nike,Jordan 1,2025-04-27,49,2752,12135,929
Adidas,Ultraboost 23,2025-04-27,175,5497,9022,309
Puma,RS-X,2025-04-27,92,7101,19044,1330
New Balance,2002R,2025-04-27,163,9876,33669,1892
Reebok,Instapump Fury,2025-04-27,235,2616,10049,731
Nike,Cortez,2025-04-27,38,8733,10931,508
Adidas,NMD S1,2025-04-27,136,7075,24302,1714
Puma,Suede Classic,2025-04-27,78,4238,6602,164
New Balance,990v6,2025-04-27,83,6181,24745,1541
Reebok,Nano X3,2025-04-27,73,9934,23495,743
Nike,Vaporfly 3,2025-04-27,143,4133,18848,1008
Adidas,Samba,2025-04-28,233,3917,20002,1588
Puma,Mayze,2025-04-28,226,10232,31602,1870
New Balance,574 Core,2025-04-28,175,9637,29573,1191
Reebok,Club C 85,2025-04-28,119,2168,19490,427
Nike,Pegasus 40,2025-04-28,83,5161,13298,782
Adidas,Gazelle,2025-04-28,245,5572,15661,772
Puma,Slipstream,2025-04-28,142,3294,22748,831
New Balance,550,2025-04-28,147,8670,32502,2217
Reebok,Classic Leather,2025-04-28,25,7971,19605,942
Nike,Air Force 1,2025-04-28,132,2809,16579,1068
Adidas,Superstar,2025-04-28,140,7352,22437,618
Puma,Rider Vintage,2025-04-28,116,8111,8864,619
New Balance,327,2025-04-28,231,7347,15093,973
Reebok,Question Mid,2025-04-28,81,4477,8423,461
Nike,Air Max 270,2025-04-28,113,4196,26499,988
Adidas,Stan Smith,2025-04-29,83,9617,16020,775
Puma,Cali Dream,2025-04-29,21,2339,31846,742
New Balance,9060,2025-04-29,20,10165,24700,1741
Reebok,Zig Kinetica,2025-04-29,149,11186,12842,431
Nike,Jordan 1,2025-04-29,241,6250,33279,1352
Adidas,Ultraboost 23,2025-04-29,214,7965,19816,940
Puma,RS-X,2025-04-29,220,11511,25310,1246
New Balance,2002R,2025-04-29,227,6854,32730,2133
Reebok,Instapump Fury,2025-04-29,51,3416,22348,478
Nike,Cortez,2025-04-29,117,3326,16624,830
Adidas,NMD S1,2025-04-29,140,11887,23233,885
Puma,Suede Classic,2025-04-29,38,7857,5272,146
New Balance,990v6,2025-04-29,88,1833,28718,906
Reebok,Nano X3,2025-04-29,208,3583,12444,572
Nike,Vaporfly 3,2025-04-29,198,6810,34268,2226
Adidas,Samba,2025-04-30,125,8956,6389,240
Puma,Mayze,2025-04-30,118,6789,31718,1723
New Balance,574 Core,2025-04-30,239,4576,25492,1055
Reebok,Club C 85,2025-04-30,76,5027,6967,324
Nike,Pegasus 40,2025-04-30,244,3586,20957,578
Adidas,Gazelle,2025-04-30,86,5871,31675,1266
Puma,Slipstream,2025-04-30,50,6336,14947,1126
New Balance,550,2025-04-30,246,1884,27006,704
Reebok,Classic Leather,2025-04-30,41,4265,10708,725
